bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-A2-A0T2-01A	TCGA-A2-A0T2-01A-11R	1.84	31.56	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T2-10A	TCGA-A2-A0T2-10A-01D	1.84	19.28	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T3-01A	TCGA-A2-A0T3-01A-21D	1.88	77.76	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T3-01A	TCGA-A2-A0T3-01A-21R	1.80	51.39	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T3-10A	TCGA-A2-A0T3-10A-01D	1.83	28.02	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T4-01A	TCGA-A2-A0T4-01A-31D	2.00	13.72	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T4-01A	TCGA-A2-A0T4-01A-31R	1.84	7.06	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T4-10A	TCGA-A2-A0T4-10A-01D	2.03	25.11	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T5-01A	TCGA-A2-A0T5-01A-21D	2.00	41.38	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T5-01A	TCGA-A2-A0T5-01A-21R	1.79	39.44	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T5-10A	TCGA-A2-A0T5-10A-01D	1.77	16.43	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T6-01A	TCGA-A2-A0T6-01A-11D	1.91	33.47	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T6-01A	TCGA-A2-A0T6-01A-11R	1.84	21.07	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T6-10A	TCGA-A2-A0T6-10A-01D	1.92	28.47	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T7-01A	TCGA-A2-A0T7-01A-21D	2.00	51.96	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T7-01A	TCGA-A2-A0T7-01A-21R	1.88	31.18	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0T7-10A	TCGA-A2-A0T7-10A-01D	1.91	19.15	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YC-01A	TCGA-A2-A0YC-01A-11D	1.94	37.49	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YC-01A	TCGA-A2-A0YC-01A-11R	1.84	33.84	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YC-10A	TCGA-A2-A0YC-10A-01D	1.87	23.29	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YD-01A	TCGA-A2-A0YD-01A-11D	2.03	42.67	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YD-01A	TCGA-A2-A0YD-01A-11R	1.90	26.65	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YD-10A	TCGA-A2-A0YD-10A-01D	2.00	26.08	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YE-01A	TCGA-A2-A0YE-01A-11D	2.03	58.94	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YE-01A	TCGA-A2-A0YE-01A-11R	1.87	61.41	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YE-10A	TCGA-A2-A0YE-10A-01D	2.05	29.90	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YF-01A	TCGA-A2-A0YF-01A-21D	2.03	59.41	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YF-01A	TCGA-A2-A0YF-01A-21R	1.87	26.14	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YF-10A	TCGA-A2-A0YF-10A-01D	1.95	24.72	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YG-01A	TCGA-A2-A0YG-01A-21D	2.05	57.22	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YG-01A	TCGA-A2-A0YG-01A-21R	1.89	67.26	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YG-10A	TCGA-A2-A0YG-10A-01D	1.93	28.76	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YH-01A	TCGA-A2-A0YH-01A-11D	1.90	37.60	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YH-01A	TCGA-A2-A0YH-01A-11R	1.95	31.20	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YH-10A	TCGA-A2-A0YH-10A-01D	2.02	30.21	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YI-01A	TCGA-A2-A0YI-01A-31D	1.95	30.72	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YI-01A	TCGA-A2-A0YI-01A-31R	1.77	24.25	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YI-10A	TCGA-A2-A0YI-10A-01D	1.85	28.22	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YJ-01A	TCGA-A2-A0YJ-01A-11D	1.92	29.40	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YJ-01A	TCGA-A2-A0YJ-01A-11R	1.82	35.58	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YJ-10A	TCGA-A2-A0YJ-10A-01D	2.00	25.70	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YK-01A	TCGA-A2-A0YK-01A-22D	1.81	15.84	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YK-01A	TCGA-A2-A0YK-01A-22R	1.74	17.94	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YK-10A	TCGA-A2-A0YK-10A-01D	2.03	32.66	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YL-01A	TCGA-A2-A0YL-01A-21D	2.03	36.43	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YL-01A	TCGA-A2-A0YL-01A-21R	1.80	22.49	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YL-10A	TCGA-A2-A0YL-10A-01D	1.90	28.12	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YM-01A	TCGA-A2-A0YM-01A-11D	1.84	73.22	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YM-01A	TCGA-A2-A0YM-01A-11R	1.86	75.07	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YM-10A	TCGA-A2-A0YM-10A-01D	1.92	20.80	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YT-01A	TCGA-A2-A0YT-01A-11D	2.08	57.74	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YT-01A	TCGA-A2-A0YT-01A-11R	1.82	52.47	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A2-A0YT-10A	TCGA-A2-A0YT-10A-01D	2.00	14.22	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CD-01A	TCGA-A7-A0CD-01A-11D	1.92	37.94	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CD-01A	TCGA-A7-A0CD-01A-11R	1.85	20.67	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CD-10A	TCGA-A7-A0CD-10A-01D	1.97	17.23	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CE-01A	TCGA-A7-A0CE-01A-11D	1.89	40.39	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CE-01A	TCGA-A7-A0CE-01A-11R	1.82	47.76	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CE-10A	TCGA-A7-A0CE-10A-01D	2.00	7.49	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CE-11A	TCGA-A7-A0CE-11A-21D	2.05	39.65	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CE-11A	TCGA-A7-A0CE-11A-21R	1.84	28.93	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CG-01A	TCGA-A7-A0CG-01A-11D	2.00	9.04	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CG-01A	TCGA-A7-A0CG-01A-11R	1.91	9.45	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CG-01A	TCGA-A7-A0CG-01A-12R	1.89	11.70	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CG-10A	TCGA-A7-A0CG-10A-01D	1.94	4.13	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CH-01A	TCGA-A7-A0CH-01A-21D	1.92	43.72	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CH-01A	TCGA-A7-A0CH-01A-21R	1.82	37.50	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CH-10A	TCGA-A7-A0CH-10A-01D	1.91	15.93	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CH-11A	TCGA-A7-A0CH-11A-32D	1.95	12.26	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CH-11A	TCGA-A7-A0CH-11A-32R	1.81	13.25	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CJ-01A	TCGA-A7-A0CJ-01A-21D	1.95	61.60	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CJ-01A	TCGA-A7-A0CJ-01A-21R	1.77	57.85	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0CJ-10A	TCGA-A7-A0CJ-10A-01D	1.97	14.31	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0D9-01A	TCGA-A7-A0D9-01A-31D	2.02	59.50	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0D9-01A	TCGA-A7-A0D9-01A-31R	1.85	54.37	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0D9-10A	TCGA-A7-A0D9-10A-01D	1.90	338.66	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0D9-11A	TCGA-A7-A0D9-11A-53D	1.95	14.14	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0D9-11A	TCGA-A7-A0D9-11A-53R	1.05	12.96	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DA-01A	TCGA-A7-A0DA-01A-31D	1.97	20.42	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DA-01A	TCGA-A7-A0DA-01A-31R	1.98	22.23	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DA-10A	TCGA-A7-A0DA-10A-01D	1.97	24.33	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DB-01A	TCGA-A7-A0DB-01A-11D	1.97	11.68	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DB-01A	TCGA-A7-A0DB-01A-11R	1.77	14.43	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DB-10A	TCGA-A7-A0DB-10A-01D	1.92	5.25	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DB-11A	TCGA-A7-A0DB-11A-33D	1.93	11.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DB-11A	TCGA-A7-A0DB-11A-33R	1.77	17.74	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DC-01A	TCGA-A7-A0DC-01A-11D	1.97	62.48	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DC-01A	TCGA-A7-A0DC-01A-11R	1.86	37.64	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DC-10A	TCGA-A7-A0DC-10A-01D	2.00	7.68	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DC-11A	TCGA-A7-A0DC-11A-41D	2.05	17.94	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A0DC-11A	TCGA-A7-A0DC-11A-41R	1.82	13.10	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13D-01A	TCGA-A7-A13D-01A-13D	1.86	17.96	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13D-01A	TCGA-A7-A13D-01A-13R	1.86	44.77	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13D-10A	TCGA-A7-A13D-10A-02D	1.95	46.34	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13E-01A	TCGA-A7-A13E-01A-11D	1.97	78.54	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13E-01A	TCGA-A7-A13E-01A-11R	1.89	65.92	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13E-10A	TCGA-A7-A13E-10A-01D	1.96	7.81	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13E-11A	TCGA-A7-A13E-11A-61D	1.98	15.55	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13E-11A	TCGA-A7-A13E-11A-61R	1.86	22.80	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13F-01A	TCGA-A7-A13F-01A-11D	1.91	14.88	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13F-01A	TCGA-A7-A13F-01A-11R	1.84	15.85	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13F-10A	TCGA-A7-A13F-10A-01D	1.95	43.04	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13F-11A	TCGA-A7-A13F-11A-42D	1.95	21.28	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A7-A13F-11A	TCGA-A7-A13F-11A-42R	1.79	18.97	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06N-01A	TCGA-A8-A06N-01A-11D	1.85	22.15	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06N-01A	TCGA-A8-A06N-01A-11R	1.82	13.96	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06N-01A	TCGA-A8-A06N-01A-12R	1.71	20.85	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06N-10A	TCGA-A8-A06N-10A-01D	1.97	13.49	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06O-01A	TCGA-A8-A06O-01A-11D	1.87	25.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06O-01A	TCGA-A8-A06O-01A-11R	1.79	15.99	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06O-10A	TCGA-A8-A06O-10A-01D	1.93	26.33	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06P-01A	TCGA-A8-A06P-01A-11D	1.92	22.63	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06P-01A	TCGA-A8-A06P-01A-11R	1.89	15.37	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06P-10A	TCGA-A8-A06P-10A-01D	1.87	37.20	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Q-01A	TCGA-A8-A06Q-01A-11D	1.98	66.52	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Q-01A	TCGA-A8-A06Q-01A-11R	1.81	66.66	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Q-10A	TCGA-A8-A06Q-10A-01D	1.92	11.33	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06R-01A	TCGA-A8-A06R-01A-11D	1.91	48.77	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06R-01A	TCGA-A8-A06R-01A-11R	1.80	36.33	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06R-10A	TCGA-A8-A06R-10A-01D	1.91	18.41	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06T-01A	TCGA-A8-A06T-01A-11D	2.02	90.01	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06T-01A	TCGA-A8-A06T-01A-11R	1.82	71.94	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06T-10A	TCGA-A8-A06T-10A-01D	1.95	7.67	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06U-01A	TCGA-A8-A06U-01A-11D	1.97	56.21	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06U-01A	TCGA-A8-A06U-01A-11R	1.84	39.63	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06U-10A	TCGA-A8-A06U-10A-01D	1.92	8.03	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06X-01A	TCGA-A8-A06X-01A-21D	1.83	8.40	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06X-01A	TCGA-A8-A06X-01A-21R	1.77	13.24	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06X-10A	TCGA-A8-A06X-10A-01D	1.88	13.47	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Y-01A	TCGA-A8-A06Y-01A-21D	1.90	50.98	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Y-01A	TCGA-A8-A06Y-01A-21R	1.88	52.10	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Y-10A	TCGA-A8-A06Y-10A-01D	2.00	5.62	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Z-01A	TCGA-A8-A06Z-01A-11D	1.95	61.54	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Z-01A	TCGA-A8-A06Z-01A-11R	1.84	51.19	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A06Z-10A	TCGA-A8-A06Z-10A-01D	1.92	20.10	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A075-01A	TCGA-A8-A075-01A-11D	2.23	66.73	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A075-01A	TCGA-A8-A075-01A-11R	1.79	59.37	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A075-10B	TCGA-A8-A075-10B-01D	1.88	9.40	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A076-01A	TCGA-A8-A076-01A-21D	1.93	66.80	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A076-01A	TCGA-A8-A076-01A-21R	1.82	48.96	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A076-10A	TCGA-A8-A076-10A-01D	1.95	11.79	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A079-01A	TCGA-A8-A079-01A-21D	1.87	44.05	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A079-01A	TCGA-A8-A079-01A-21R	1.78	34.10	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A079-10A	TCGA-A8-A079-10A-01D	1.96	10.55	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07B-01A	TCGA-A8-A07B-01A-11D	1.90	39.52	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07B-01A	TCGA-A8-A07B-01A-11R	1.80	32.94	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07B-10A	TCGA-A8-A07B-10A-01D	1.95	21.36	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07C-01A	TCGA-A8-A07C-01A-11D	2.05	66.53	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07C-01A	TCGA-A8-A07C-01A-11R	1.76	55.55	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07C-10A	TCGA-A8-A07C-10A-01D	1.83	25.94	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07E-01A	TCGA-A8-A07E-01A-11D	2.08	23.57	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07E-01A	TCGA-A8-A07E-01A-11R	1.84	14.74	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07E-10A	TCGA-A8-A07E-10A-01D	1.81	13.76	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07F-01A	TCGA-A8-A07F-01A-11D	1.95	35.33	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07F-01A	TCGA-A8-A07F-01A-11R	1.72	37.00	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07F-10A	TCGA-A8-A07F-10A-01D	1.97	23.39	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07G-01A	TCGA-A8-A07G-01A-11D	1.95	19.34	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07G-01A	TCGA-A8-A07G-01A-11R	1.69	16.76	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07G-10A	TCGA-A8-A07G-10A-01D	1.94	12.74	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07I-01A	TCGA-A8-A07I-01A-11D	1.89	46.20	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07I-01A	TCGA-A8-A07I-01A-11R	1.73	48.24	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07I-10A	TCGA-A8-A07I-10A-01D	1.97	18.17	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07J-01A	TCGA-A8-A07J-01A-11D	1.92	14.89	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07J-01A	TCGA-A8-A07J-01A-11R	1.81	6.50	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07J-01A	TCGA-A8-A07J-01A-21R	1.88	13.52	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07J-10A	TCGA-A8-A07J-10A-01D	1.95	25.09	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07L-01A	TCGA-A8-A07L-01A-11D	1.91	69.15	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07L-01A	TCGA-A8-A07L-01A-11R	1.84	35.62	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-A8-A07L-10A	TCGA-A8-A07L-10A-01D	1.97	18.17	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
